MSSubClass,LotArea,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,SaleCondition,SalePrice
50,4400,Norm,1Fam,1.5Fin,6,8,648,Y,734,384,1118,0,0,1,0,2,6,0,2,440,10,Normal,116000
45,6000,Norm,1Fam,1.5Unf,6,7,884,Y,904,0,904,0,0,1,0,2,4,0,1,180,1,Normal,119000
30,4280,Norm,1Fam,1Story,5,6,440,N,694,0,694,0,0,1,0,2,4,1,1,352,3,Normal,90350
50,12354,Norm,1Fam,1.5Fin,6,8,684,Y,684,512,1196,0,0,1,0,3,7,0,2,528,8,Normal,110000
20,15431,Norm,1Fam,1Story,10,5,3094,Y,2402,0,2402,1,0,2,0,2,10,2,3,672,4,Normal,555000
90,12108,Norm,Duplex,1Story,4,4,1440,N,1440,0,1440,0,0,2,0,4,8,0,0,0,9,Normal,118000
50,6240,Norm,1Fam,1.5Fin,5,7,1078,Y,1128,445,1573,0,0,2,0,3,8,1,2,360,6,Normal,162900
120,3922,Norm,TwnhsE,1Story,7,5,1258,Y,1258,0,1258,0,0,2,0,2,6,1,3,648,6,Partial,172500
60,8750,Norm,1Fam,2Story,7,5,915,Y,933,975,1908,1,0,2,1,4,8,1,2,493,7,Normal,210000
20,9855,Norm,1Fam,1Story,6,5,1436,Y,1689,0,1689,0,0,1,0,3,7,1,2,480,11,Normal,127500
20,16492,PosA,1Fam,1Story,6,6,1517,Y,1888,0,1888,0,0,2,1,2,6,1,2,578,6,Normal,190000
60,11214,Norm,1Fam,2Story,7,5,930,Y,956,930,1886,0,0,2,1,4,10,1,2,431,7,Normal,199900
50,8600,Norm,1Fam,1.5Fin,6,6,780,Y,780,596,1376,0,0,2,0,3,7,1,1,198,6,Normal,119500
50,6000,Norm,1Fam,1.5Fin,3,7,649,Y,679,504,1183,0,0,1,1,2,6,0,1,308,6,Normal,120000
30,5684,Norm,1Fam,1Story,6,8,813,Y,813,0,813,0,0,1,0,2,5,0,1,270,6,Normal,110000
20,70761,Norm,1Fam,1Story,7,5,1533,Y,1533,0,1533,1,0,2,0,2,5,2,2,576,12,Normal,280000
60,9303,Norm,1Fam,2Story,6,5,872,Y,888,868,1756,1,0,2,1,3,7,0,2,422,7,Normal,204000
60,9000,Norm,1Fam,2Story,8,5,768,Y,786,804,1590,0,0,2,1,3,6,0,2,676,6,Normal,210000
90,9297,Norm,Duplex,1Story,5,5,1728,Y,1728,0,1728,2,0,2,0,4,8,0,2,560,7,Family,188000
20,9600,Norm,1Fam,1Story,7,6,1242,Y,1242,0,1242,0,0,1,1,3,6,1,2,528,9,Normal,175500
70,4571,Norm,1Fam,2Story,5,5,624,N,624,720,1344,0,0,1,0,4,7,0,3,513,5,Abnorml,98000
20,53227,Norm,1Fam,1Story,4,6,1364,Y,1663,0,1663,1,0,1,0,2,6,2,2,529,3,Normal,256000
70,5100,Norm,1Fam,2Story,8,7,588,Y,833,833,1666,0,0,1,0,3,7,1,1,228,6,Normal,161000
50,7015,Norm,1Fam,1.5Fin,5,4,709,Y,979,224,1203,1,0,1,0,3,5,1,1,352,7,Normal,110000
60,8004,RRAn,1Fam,2Story,8,5,832,Y,832,1103,1935,1,0,2,1,3,8,0,2,552,12,Partial,263435
70,7200,Feedr,1Fam,2Story,7,9,560,Y,575,560,1135,1,0,1,0,3,6,0,2,576,4,Normal,155000
20,8281,Norm,1Fam,1Story,5,5,864,Y,864,0,864,0,0,1,0,3,5,1,1,360,12,Normal,62383
70,11988,Norm,1Fam,2Story,6,7,715,Y,849,811,1660,0,0,1,1,3,6,1,1,240,8,Normal,188700
20,8430,Norm,1Fam,1Story,5,5,1040,Y,1040,0,1040,0,0,2,0,3,5,0,0,0,8,Normal,124000
120,3072,Norm,TwnhsE,1Story,7,5,1375,Y,1414,0,1414,0,0,2,0,2,6,1,2,398,5,Normal,178740
20,10628,Norm,1Fam,1Story,7,5,1277,Y,1277,0,1277,1,0,1,0,2,5,1,2,526,4,Normal,167000
70,9480,Artery,1Fam,2Story,5,7,728,Y,888,756,1644,0,0,1,1,3,7,2,1,312,6,Normal,146500
20,11428,Norm,1Fam,1Story,8,5,1626,Y,1634,0,1634,0,0,2,0,3,7,1,3,866,5,Normal,250000
60,9291,RRNe,1Fam,2Story,6,5,832,Y,832,878,1710,0,0,2,1,3,7,0,2,506,6,Normal,187000
120,6820,Norm,TwnhsE,1Story,8,5,1488,Y,1502,0,1502,1,0,1,1,1,4,0,2,528,6,Normal,212000
60,11952,PosA,1Fam,2Story,7,6,808,Y,1161,808,1969,0,0,2,1,3,8,1,2,534,11,Normal,190000
180,3675,Norm,TwnhsE,SLvl,6,5,547,Y,1072,0,1072,1,0,1,0,2,5,0,2,525,6,Normal,148000
20,14977,Norm,1Fam,1Story,8,5,1976,Y,1976,0,1976,1,0,2,0,2,7,1,3,908,7,Partial,440000
120,5330,Norm,TwnhsE,1Story,8,5,1494,Y,1652,0,1652,1,0,2,0,2,6,0,2,499,8,Normal,251000
20,8480,Norm,1Fam,1Story,5,6,970,Y,970,0,970,1,0,1,0,2,5,0,2,624,7,Normal,132500
20,13125,Norm,1Fam,1Story,6,5,1478,Y,1493,0,1493,1,0,2,0,3,7,1,2,508,4,Normal,208900
60,13693,Norm,1Fam,2Story,9,5,2153,Y,2069,574,2643,0,0,2,1,3,9,1,3,694,3,Normal,380000
20,10637,Norm,1Fam,1Story,8,5,1705,Y,1718,0,1718,1,0,2,0,3,7,1,3,826,9,Normal,297000
30,5925,Norm,1Fam,1Story,4,7,907,Y,1131,0,1131,0,0,1,0,2,7,0,2,672,3,Alloca,89471
20,16033,Norm,1Fam,1Story,9,5,1833,Y,1850,0,1850,1,0,2,0,3,8,1,3,772,3,Normal,326000
20,11846,Norm,1Fam,1Story,9,5,1792,Y,1792,0,1792,1,0,2,0,2,6,1,3,874,8,Normal,374000
70,2500,Norm,1Fam,2Story,7,8,910,Y,916,910,1826,1,0,1,1,4,7,1,1,164,6,Normal,155000
120,4500,Norm,Twnhs,1Story,6,5,1216,Y,1216,0,1216,1,0,2,0,2,5,0,2,402,5,Normal,164000
20,7758,Norm,1Fam,1Story,5,7,999,Y,999,0,999,1,0,1,0,3,6,0,1,264,3,Normal,132500
20,9600,Norm,1Fam,1Story,5,7,1113,Y,1113,0,1113,0,0,1,0,3,5,1,1,264,7,Normal,147000
20,10289,Norm,1Fam,1Story,5,7,1073,Y,1073,0,1073,1,0,1,1,3,6,0,2,515,6,Normal,156000
20,12243,Norm,1Fam,1Story,5,6,1484,Y,1484,0,1484,0,0,2,0,3,7,1,2,487,2,Normal,175000
190,10800,Norm,2fmCon,1.5Fin,5,4,954,N,1766,648,2414,0,0,2,0,3,10,1,2,520,5,Normal,160000
180,1526,Norm,Twnhs,SFoyer,4,8,630,Y,630,0,630,1,0,1,0,1,3,0,1,286,5,Normal,86000
160,2665,Norm,TwnhsE,2Story,5,6,264,Y,616,688,1304,0,0,1,1,3,4,1,1,336,6,Normal,115000
50,9490,Artery,1Fam,1.5Fin,6,7,806,Y,958,620,1578,1,0,1,0,3,5,2,1,240,8,Normal,133000
60,15578,Norm,1Fam,2Story,6,5,728,Y,728,728,1456,0,0,2,1,3,8,0,2,429,5,Partial,172785
20,7931,Norm,1Fam,1Story,5,6,1269,Y,1269,0,1269,0,0,1,1,3,6,1,1,308,6,Normal,155000
30,5784,Artery,1Fam,1Story,5,8,190,Y,886,0,886,0,0,1,0,2,4,0,1,273,12,Normal,91300
30,7879,Norm,1Fam,1Story,4,5,720,N,720,0,720,0,0,1,0,2,4,0,0,0,11,Abnorml,34900
20,12692,Norm,1Fam,1Story,8,5,3200,Y,3228,0,3228,1,0,3,0,4,10,1,2,546,5,Normal,430000
50,9120,Norm,1Fam,1.5Fin,7,6,1026,Y,1133,687,1820,1,0,2,0,4,8,0,1,240,6,Normal,184000
20,7800,Norm,1Fam,1Story,5,7,864,Y,899,0,899,0,0,1,0,3,5,0,1,288,6,Normal,130000
20,7535,Norm,1Fam,1Story,5,7,912,Y,912,0,912,0,1,1,0,2,5,0,1,297,6,Normal,120000
160,1890,Norm,Twnhs,2Story,6,5,672,Y,672,546,1218,0,0,1,1,3,7,0,1,264,5,Normal,113000
60,9803,Norm,1Fam,2Story,7,5,866,Y,866,902,1768,0,0,2,1,3,7,0,2,603,2,Normal,226700
20,9170,Feedr,1Fam,1Story,5,7,1214,Y,1214,0,1214,1,0,1,0,2,6,0,2,461,4,Normal,140000
20,15602,Norm,1Fam,1Story,7,8,1501,Y,1801,0,1801,1,0,2,0,1,6,2,2,484,3,Normal,289000
160,2308,Norm,TwnhsE,2Story,6,5,855,Y,855,467,1322,0,1,2,1,3,6,1,2,440,6,Normal,147000
90,7596,Artery,Duplex,2Story,5,5,960,Y,960,1000,1960,0,0,2,0,4,10,0,2,400,7,Normal,124500
60,9554,Norm,1Fam,2Story,8,5,777,Y,1065,846,1911,0,0,2,1,3,8,1,2,471,9,Normal,215000
20,7862,Norm,1Fam,1Story,6,5,1218,Y,1218,0,1218,0,0,2,0,2,4,0,2,676,9,Partial,208300
70,9600,Norm,1Fam,2Story,7,9,689,Y,689,689,1378,0,0,2,0,3,7,1,2,360,10,Normal,161000
20,9600,Norm,1Fam,1Story,5,6,1041,Y,1041,0,1041,1,0,1,0,3,6,0,1,270,7,Normal,124500
20,14559,Norm,1Fam,1Story,5,7,1008,Y,1363,0,1363,1,0,1,0,2,6,2,1,288,6,Normal,164900
120,6792,Norm,TwnhsE,1Story,7,5,1368,Y,1368,0,1368,0,0,2,0,2,6,1,2,474,3,Partial,202665
20,9100,Feedr,1Fam,1Story,5,5,864,Y,864,0,864,1,0,1,0,3,5,0,2,624,7,Normal,129900
20,9187,Norm,1Fam,1Story,6,5,1084,Y,1080,0,1080,0,0,1,1,3,5,0,2,484,6,Normal,134000
45,10594,Norm,1Fam,1.5Unf,5,5,768,N,789,0,789,0,0,1,0,2,5,0,1,200,6,Normal,96500
20,12220,Norm,1Fam,1Story,10,5,2006,Y,2020,0,2020,1,0,2,1,3,9,1,3,900,9,Partial,402861
80,10448,Norm,1Fam,SLvl,6,6,689,Y,1378,741,2119,0,0,2,1,3,7,1,2,583,8,Abnorml,158000
60,10208,Norm,1Fam,2Story,7,5,1264,Y,1277,1067,2344,0,0,2,1,3,7,1,3,889,7,Normal,265000
60,9531,Norm,1Fam,2Story,6,5,794,Y,882,914,1796,1,0,2,1,3,7,0,2,546,5,Normal,211000
70,10918,Norm,1Fam,2Story,7,9,1276,Y,1276,804,2080,0,0,1,1,3,9,2,1,282,6,Normal,234000
190,10800,Norm,2fmCon,2Story,4,7,0,N,694,600,1294,0,0,2,0,3,7,0,0,0,8,Normal,106250
20,11988,Feedr,1Fam,1Story,6,6,1244,Y,1244,0,1244,0,0,1,1,3,6,2,1,336,5,Normal,150000
50,5000,Feedr,1Fam,1.5Fin,6,7,1004,Y,1004,660,1664,0,0,2,0,3,7,2,2,420,10,Normal,159000
60,40094,PosN,1Fam,2Story,10,5,3138,Y,3138,1538,4676,1,0,3,1,3,11,1,3,884,10,Partial,184750
60,11787,Norm,1Fam,2Story,7,5,1379,Y,1383,1015,2398,1,0,2,1,3,8,1,3,834,8,Normal,315750
20,7500,Norm,1Fam,1Story,7,5,1257,Y,1266,0,1266,0,0,2,0,3,6,1,2,453,4,Normal,176000
20,13300,Norm,1Fam,1Story,5,7,928,Y,928,0,928,0,0,1,0,2,4,0,1,252,6,Normal,132000
60,14948,Norm,1Fam,2Story,9,5,1452,Y,1476,1237,2713,1,0,2,1,3,11,1,3,858,11,Partial,446261
30,9098,Norm,1Fam,1Story,4,7,528,Y,605,0,605,1,0,1,0,2,5,0,0,0,7,Normal,86000
20,32668,Norm,1Fam,1Story,6,3,2035,Y,2515,0,2515,1,0,3,0,4,9,2,2,484,3,Alloca,200624
80,10200,Norm,1Fam,SLvl,6,5,1461,Y,1509,0,1509,1,0,2,0,3,5,1,2,600,8,Abnorml,175000
70,6155,RRNn,1Fam,2Story,6,8,611,Y,751,611,1362,0,0,2,0,3,6,0,2,502,6,Normal,128000
20,7200,Norm,1Fam,1Story,5,7,0,Y,827,0,827,0,0,1,0,2,5,1,1,392,4,Normal,107500
20,5000,Norm,1Fam,1Story,1,3,0,N,334,0,334,0,0,1,0,1,2,0,0,0,1,Normal,39300
60,9056,Norm,1Fam,2Story,8,5,707,Y,707,707,1414,0,0,2,1,3,6,1,2,403,10,Normal,178000
190,7000,Norm,2fmCon,2Story,5,7,1117,Y,820,527,1347,1,0,1,0,3,5,0,0,0,1,Normal,107500
60,8924,Norm,1Fam,2Story,7,5,880,Y,880,844,1724,0,0,2,1,3,8,0,2,527,7,Normal,188000
20,12735,Norm,1Fam,1Story,4,5,864,Y,864,0,864,0,0,1,0,3,5,0,2,576,4,Normal,111250
20,11553,Norm,1Fam,1Story,5,5,1051,Y,1159,0,1159,0,0,1,1,3,7,1,1,336,7,Normal,158000
20,11423,Norm,1Fam,1Story,8,5,1581,Y,1601,0,1601,1,0,2,0,3,6,1,2,670,5,Normal,272000
20,14601,Norm,1Fam,1Story,9,5,1838,Y,1838,0,1838,1,0,2,0,2,8,1,3,765,3,Normal,315000
60,11000,Norm,1Fam,2Story,8,5,969,Y,997,1288,2285,0,0,2,1,4,8,1,3,648,6,Normal,248000
20,10140,RRAn,1Fam,1Story,7,5,1650,Y,1680,0,1680,1,0,2,0,3,7,1,2,583,6,Normal,213250
120,4058,Norm,TwnhsE,SFoyer,7,5,723,Y,767,0,767,1,0,1,0,1,4,0,1,367,6,Normal,133000
60,17104,Norm,1Fam,2Story,7,5,654,Y,664,832,1496,1,0,2,1,3,7,1,2,426,9,Partial,179665
50,13837,Norm,1Fam,1.5Fin,7,5,1204,Y,1377,806,2183,0,0,2,1,4,9,0,3,786,2,Normal,229000
50,8737,Norm,1Fam,1.5Fin,6,7,1065,Y,915,720,1635,0,0,1,1,3,6,1,2,440,5,Normal,210000
85,7244,Norm,1Fam,SFoyer,5,7,768,Y,768,0,768,1,0,1,0,2,5,0,2,624,4,Normal,129500
20,8235,Feedr,1Fam,1Story,5,7,825,Y,825,0,825,1,0,1,0,2,4,0,2,720,6,Normal,125000
60,9375,Norm,1Fam,2Story,7,5,912,Y,912,1182,2094,0,0,2,1,4,8,1,2,615,11,Normal,263000
120,4043,Norm,TwnhsE,1Story,6,6,1069,Y,1069,0,1069,0,0,2,0,2,4,0,2,440,10,Abnorml,140000
20,6000,Norm,1Fam,1Story,5,6,928,Y,928,0,928,0,0,1,0,3,5,0,1,288,6,Normal,112500
20,11146,Norm,1Fam,1Story,8,5,1709,Y,1717,0,1717,0,0,2,0,3,7,1,3,908,7,Normal,255500
20,8777,Feedr,1Fam,1Story,4,5,0,Y,1126,0,1126,0,0,2,0,2,5,0,2,520,5,Normal,108000
60,10625,Norm,1Fam,2Story,7,5,998,Y,1006,1040,2046,1,0,2,1,3,8,1,3,871,8,Normal,284000
45,6380,Norm,1Fam,1.5Unf,5,6,993,Y,1048,0,1048,0,0,1,0,2,5,1,1,280,8,Normal,113000
20,14850,Norm,1Fam,1Story,5,5,1092,Y,1092,0,1092,1,0,1,0,2,6,1,1,299,5,Normal,141000
50,11040,Norm,1Fam,1.5Fin,4,6,637,Y,897,439,1336,0,0,1,1,3,7,0,1,570,9,Normal,108000
60,21872,Norm,1Fam,2Story,7,5,729,Y,729,717,1446,0,1,2,1,3,6,1,2,406,8,Normal,175000
120,3196,Norm,TwnhsE,1Story,7,5,1374,Y,1557,0,1557,0,0,2,0,2,7,1,2,420,10,Normal,234000
20,11341,Norm,1Fam,1Story,5,6,1392,Y,1392,0,1392,1,0,1,1,3,5,1,2,528,5,Normal,121500
20,10010,Norm,1Fam,1Story,5,5,1389,Y,1389,0,1389,1,0,1,0,2,6,1,2,418,4,Normal,170000
30,13907,Norm,1Fam,1Story,5,6,996,Y,996,0,996,1,0,1,0,3,6,1,0,0,7,Normal,108000
50,21780,Norm,1Fam,1.5Fin,6,7,1163,Y,1163,511,1674,0,0,2,0,4,8,1,2,396,7,Normal,185000
60,13346,Norm,1Fam,2Story,7,5,1095,Y,1166,1129,2295,1,0,2,1,4,9,1,2,590,7,Normal,268000
70,6858,Norm,1Fam,2Story,6,4,806,N,841,806,1647,1,0,1,1,4,6,0,1,216,5,Normal,128000
60,11198,Norm,1Fam,2Story,9,5,1122,Y,1134,1370,2504,0,0,2,1,4,11,1,3,656,6,Normal,325000
20,10171,Norm,1Fam,1Story,7,5,1517,Y,1535,0,1535,0,0,2,0,3,7,0,2,532,3,Normal,214000
50,12327,Norm,1Fam,1.5Fin,8,8,1496,Y,1496,636,2132,1,0,1,1,1,5,1,2,612,9,Normal,316600
90,7032,Norm,Duplex,SFoyer,5,5,943,Y,943,0,943,1,0,1,0,2,4,2,2,600,12,Normal,135960
90,13101,Norm,Duplex,1Story,5,5,1728,Y,1728,0,1728,0,0,2,0,6,10,0,2,576,11,Normal,142600
20,7332,Norm,1Fam,1Story,6,6,864,Y,864,0,864,1,0,1,0,2,4,0,1,288,10,Abnorml,120000
60,13159,Norm,1Fam,2Story,7,5,846,Y,846,846,1692,0,0,2,1,3,6,0,2,650,7,Partial,224500
80,9967,Norm,1Fam,SLvl,7,5,384,Y,774,656,1430,0,0,2,1,3,8,1,2,400,12,Normal,170000
80,10500,Norm,1Fam,SLvl,5,7,372,Y,576,533,1109,0,1,1,0,3,5,0,1,288,12,Normal,139000
50,8480,Norm,1Fam,1.5Fin,5,5,832,Y,832,384,1216,0,0,1,0,2,6,0,1,336,10,Abnorml,118500
50,6292,Norm,1Fam,1.5Fin,7,7,861,Y,877,600,1477,0,1,2,0,3,6,1,1,216,8,Normal,145000
80,11777,Norm,1Fam,SLvl,5,6,1164,Y,1320,0,1320,1,0,1,0,3,6,2,2,564,5,Abnorml,164500
160,3604,Norm,TwnhsE,2Story,7,5,689,Y,703,689,1392,0,0,2,0,2,5,0,2,540,2,Abnorml,146000
50,12150,Norm,1Fam,1.5Fin,5,5,1050,N,1050,745,1795,0,0,2,0,4,7,0,1,352,11,Normal,131500
20,14585,Norm,1Fam,1Story,6,6,1144,Y,1429,0,1429,0,1,1,0,3,7,2,2,572,6,Normal,181900
20,12704,Norm,1Fam,1Story,8,5,2042,Y,2042,0,2042,0,0,2,1,3,8,1,3,1390,8,Partial,253293
90,11841,Norm,Duplex,SFoyer,6,5,816,Y,816,0,816,1,0,1,0,3,5,0,0,0,5,Normal,118500
75,13500,Artery,1Fam,2.5Unf,10,9,1237,Y,1521,1254,2775,0,0,3,1,3,9,1,2,880,7,Normal,325000
50,6120,Norm,1Fam,1.5Fin,4,7,884,Y,989,584,1573,0,0,1,0,3,6,0,1,240,7,Normal,133000
20,11443,Norm,1Fam,1Story,8,5,1868,Y,2028,0,2028,1,0,2,0,2,7,2,3,880,3,Partial,369900
30,10267,RRAn,1Fam,1Story,6,7,816,Y,838,0,838,1,0,1,0,2,5,0,1,275,5,Normal,130000
85,8740,Norm,1Fam,SFoyer,5,6,840,Y,860,0,860,1,0,1,0,2,4,0,2,528,7,Normal,137000
20,25095,Norm,1Fam,1Story,5,8,1437,Y,1473,0,1473,2,0,1,0,1,5,2,1,452,6,Partial,143000
40,9100,RRAn,1Fam,1Story,5,6,742,Y,779,0,935,0,0,1,0,2,4,0,1,308,8,Normal,79500
60,8320,Norm,1Fam,2Story,7,5,770,Y,770,812,1582,0,0,2,1,3,6,0,2,520,9,Normal,185900
60,13478,Norm,1Fam,2Story,10,5,1722,Y,1728,568,2296,1,0,2,1,3,10,1,3,842,6,Normal,451950
20,6600,Norm,1Fam,1Story,5,8,816,Y,816,0,816,1,0,1,0,2,4,0,2,816,6,Normal,138000
120,4435,Norm,TwnhsE,1Story,6,5,848,Y,848,0,848,1,0,1,0,1,4,0,2,420,5,Normal,140000
20,7990,Norm,1Fam,1Story,5,6,924,Y,924,0,924,0,0,1,0,3,5,0,1,280,4,Normal,110000
20,11302,Norm,1Fam,1Story,8,5,1814,Y,1826,0,1826,1,0,2,0,3,7,1,3,758,8,Partial,319000
70,3600,Norm,1Fam,2Story,6,7,684,N,684,684,1368,0,0,1,0,3,7,0,1,216,10,Normal,114504
120,3922,Norm,TwnhsE,1Story,7,5,1258,Y,1402,0,1402,0,2,0,2,2,7,1,3,648,2,Partial,194201
20,12984,Norm,1Fam,1Story,5,6,1430,Y,1647,0,1647,1,0,2,0,3,7,1,2,621,3,Normal,217500
160,1950,Norm,Twnhs,2Story,6,6,716,Y,716,840,1556,1,0,2,1,3,6,1,2,452,7,Normal,151000
60,10927,Norm,1Fam,2Story,8,5,1058,Y,1058,846,1904,1,0,2,1,3,8,1,2,736,6,Normal,275000
50,9000,Norm,1Fam,1.5Fin,6,6,780,Y,780,595,1375,0,0,1,1,3,6,1,1,544,12,Normal,141000
60,10041,Norm,1Fam,2Story,8,5,908,Y,927,988,1915,1,0,2,1,3,8,1,2,506,2,Abnorml,220000
160,3182,Norm,TwnhsE,2Story,7,5,600,Y,600,600,1200,0,0,2,1,2,4,0,2,480,6,Normal,151000
20,12803,Norm,1Fam,1Story,7,5,1494,Y,1494,0,1494,1,0,2,0,3,6,1,2,530,9,Normal,221000
60,13600,Norm,1Fam,2Story,7,6,768,Y,1186,800,1986,0,0,2,1,3,7,3,2,486,10,Normal,205000
20,12464,Norm,1Fam,1Story,5,5,1040,Y,1040,0,1040,1,0,1,0,3,6,0,2,576,11,Normal,152000
20,7800,Norm,1Fam,2Story,5,8,896,Y,1112,896,2008,1,0,3,0,3,8,0,1,230,8,Normal,225000
70,12168,Norm,1Fam,2Story,8,6,965,Y,1940,1254,3194,0,0,2,1,4,10,2,2,380,9,Alloca,359100
20,7943,Feedr,1Fam,1Story,4,5,1029,Y,1029,0,1029,1,0,1,0,3,5,0,1,261,4,Normal,118500
60,11050,PosN,1Fam,2Story,9,5,1440,Y,1476,677,2153,1,0,2,1,3,8,2,3,736,5,Normal,313000
80,10395,Norm,1Fam,SLvl,6,6,1032,Y,1032,0,1032,0,1,2,0,3,6,1,2,564,7,Normal,148000
60,11885,Norm,1Fam,2Story,8,5,1299,Y,1299,573,1872,1,0,2,1,3,7,1,2,531,11,Normal,261500
20,8402,Feedr,1Fam,1Story,5,5,1120,Y,1120,0,1120,0,0,1,0,3,6,0,0,0,12,Partial,147000
180,1491,Norm,TwnhsE,SFoyer,4,6,630,Y,630,0,630,1,0,1,0,1,3,0,0,0,5,Normal,75500
85,8800,Feedr,1Fam,SFoyer,6,7,936,Y,1054,0,1054,1,0,1,0,3,6,0,2,480,5,Abnorml,137500
60,7861,Norm,1Fam,2Story,6,5,783,Y,807,702,1509,1,0,2,1,3,7,1,2,393,6,Normal,183200
45,7227,Artery,1Fam,1.5Unf,6,6,832,Y,832,0,832,0,0,1,0,2,4,0,2,528,6,Normal,105500
20,11694,Norm,1Fam,1Story,9,5,1822,Y,1828,0,1828,0,0,2,0,3,9,1,3,774,7,Partial,314813
60,12244,Norm,1Fam,2Story,8,5,1482,Y,1482,780,2262,1,0,2,1,4,10,2,3,749,8,Normal,305000
30,8248,Norm,1Fam,1Story,3,3,864,N,864,0,864,1,0,1,0,2,5,0,0,0,9,Normal,67000
60,10800,Norm,1Fam,2Story,6,7,1522,Y,1548,1066,2614,0,0,2,1,4,9,1,2,624,6,Normal,240000
20,7064,Norm,1Fam,1Story,5,6,980,Y,980,0,980,0,0,1,0,3,6,0,2,484,7,Normal,135000
160,2117,Norm,TwnhsE,2Story,6,5,756,Y,756,756,1512,0,0,2,1,2,4,1,2,440,6,Normal,168500
60,10400,Norm,1Fam,2Story,6,5,732,Y,1012,778,1790,1,0,1,2,4,8,1,2,484,11,Normal,165150
20,10000,Norm,1Fam,1Story,6,6,1116,Y,1116,0,1116,0,0,1,1,3,5,0,2,440,2,Normal,160000
20,12342,Norm,1Fam,1Story,5,5,978,Y,1422,0,1422,0,0,1,0,3,6,1,1,286,8,Normal,139900
80,9600,Norm,1Fam,SLvl,6,6,1156,Y,1520,0,1520,1,0,1,0,3,7,2,1,364,3,Normal,153000
60,11606,Norm,1Fam,2Story,5,5,1040,Y,1040,1040,2080,0,1,1,2,5,9,2,2,504,9,Family,135000
80,9020,Feedr,1Fam,SLvl,6,5,1248,Y,1350,0,1350,1,0,1,1,3,6,0,2,520,6,Normal,168500
70,9000,Artery,1Fam,2Story,5,6,636,Y,1089,661,1750,0,0,1,0,3,8,0,1,240,6,Abnorml,124000
120,4590,Norm,Twnhs,1Story,8,5,1554,Y,1554,0,1554,0,0,2,0,2,6,1,2,627,8,Normal,209500
20,11900,Norm,1Fam,1Story,7,5,1386,Y,1411,0,1411,0,0,2,0,3,6,1,2,544,4,Family,82500
20,9250,Norm,1Fam,1Story,5,7,1056,Y,1056,0,1056,0,1,1,0,3,6,0,1,260,7,Normal,139400
90,6979,Norm,Duplex,SFoyer,6,5,1056,Y,1056,0,1056,2,0,0,0,0,4,0,2,576,6,Normal,144000
190,10896,Feedr,2fmCon,2.5Fin,6,7,1440,Y,1440,1440,3395,0,0,2,0,8,14,0,0,0,3,Abnorml,200000
30,6120,Norm,1Fam,1Story,2,3,264,N,800,0,800,0,0,1,0,1,4,1,0,0,1,Normal,60000
190,6000,Norm,2fmCon,1.5Fin,5,4,811,Y,811,576,1387,0,0,2,0,3,7,0,1,256,11,Normal,93000
30,8777,Feedr,1Fam,1Story,5,7,796,Y,796,0,796,0,0,1,0,2,4,0,0,0,5,Normal,85000
120,3982,Norm,TwnhsE,1Story,8,5,1520,Y,1567,0,1567,1,0,2,0,1,7,1,3,648,10,Partial,264561
120,12677,Norm,TwnhsE,1Story,8,5,1518,Y,1518,0,1518,0,0,1,1,1,6,1,2,588,4,Normal,274000
60,7050,Norm,1Fam,2Story,7,5,1057,Y,1057,872,1929,1,0,2,1,3,7,1,2,650,5,Normal,226000
80,13860,Norm,1Fam,SLvl,8,7,1952,Y,2000,704,2704,1,0,2,1,4,9,3,2,538,7,Normal,345000
60,10793,RRAn,1Fam,2Story,5,5,780,Y,780,840,1620,0,0,2,1,4,7,0,2,462,4,Normal,152000
20,9187,Norm,1Fam,1Story,9,5,1766,Y,1766,0,1766,1,0,2,1,2,7,1,3,478,10,Partial,370878
20,10530,Norm,1Fam,1Story,6,5,981,Y,981,0,981,1,0,1,1,3,5,0,2,576,3,Normal,143250
20,7200,Norm,1Fam,1Story,5,5,0,Y,1048,0,1048,0,0,1,0,3,7,0,2,420,7,Normal,98300
20,10452,Norm,1Fam,1Story,6,5,1094,Y,1094,0,1094,0,0,1,0,3,5,2,2,495,6,Normal,155000
60,7700,PosN,1Fam,2Story,6,5,756,Y,1051,788,1839,0,0,1,1,4,7,1,2,442,6,Normal,155000
180,1936,Norm,Twnhs,SFoyer,4,6,630,Y,630,0,630,1,0,1,0,1,3,0,0,0,12,Normal,84500
60,8125,Norm,1Fam,2Story,7,6,813,Y,822,843,1665,0,0,2,1,3,7,0,2,562,5,Normal,205950
70,9084,Artery,1Fam,2Story,4,5,755,Y,755,755,1510,1,0,1,0,4,7,1,1,296,10,Normal,108000
60,8750,Norm,1Fam,2Story,7,5,880,Y,909,807,1716,0,0,2,1,2,7,1,2,512,7,Normal,191000
50,10320,Norm,1Fam,1.5Fin,6,7,756,Y,756,713,1469,0,0,1,0,3,7,0,1,216,6,Normal,135000
20,10437,Norm,1Fam,1Story,8,6,2109,Y,2113,0,2113,1,0,2,1,2,7,1,3,839,8,Normal,350000
160,1680,Norm,Twnhs,2Story,6,5,525,Y,525,567,1092,0,0,1,1,3,6,0,1,264,3,Family,88000
