Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019]
Mongolia,MNG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.86399984359741,5.90700006484985
Mongolia,MNG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.69899988174438,6.71299982070923
Mongolia,MNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.32000017166138,6.34600019454956
Mongolia,MNG,"Population, total",SP.POP.TOTL,3170208,..
Mongolia,MNG,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,70.0685162884606,..
Mongolia,MNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Mongolia,MNG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.08353878726245,..
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,5504166666.66667,..
Montenegro,MNE,GDP (constant LCU),NY.GDP.MKTP.KN,2980810700,..
Montenegro,MNE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,12876309804.6895,..
Montenegro,MNE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,15.8549995422363,16.0200004577637
Montenegro,MNE,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,15.1529998779297,15.5830001831055
Montenegro,MNE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.4619998931885,15.7760000228882
Montenegro,MNE,"Population, total",SP.POP.TOTL,622345,..
Montenegro,MNE,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..
Montenegro,MNE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Montenegro,MNE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.9749366447439,..
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,117921394402.361,..
Morocco,MAR,GDP (constant LCU),NY.GDP.MKTP.KN,979508000000,..
Morocco,MAR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,315158783376.393,..
Morocco,MAR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,10.3579998016357,10.3500003814697
Morocco,MAR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,8.61999988555908,8.60799980163574
Morocco,MAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.03999996185303,9.02799987792969
Morocco,MAR,"Population, total",SP.POP.TOTL,36029138,..
Morocco,MAR,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,16.3704746014871,..
Morocco,MAR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Morocco,MAR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.0129048211122,..
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,14717223206.9,..
Mozambique,MOZ,GDP (constant LCU),NY.GDP.MKTP.KN,660376044700,..
Mozambique,MOZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,43055208923.3648,..
Mozambique,MOZ,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.28600001335144,3.25099992752075
Mozambique,MOZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.04999995231628,3.12599992752075
Mozambique,MOZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.17199993133545,3.19000005722046
Mozambique,MOZ,"Population, total",SP.POP.TOTL,29495962,..
Mozambique,MOZ,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,15.4064147107958,..
Mozambique,MOZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.59847,..
Mozambique,MOZ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.8907644574499,..
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,71214803377.8284,..
Myanmar,MMR,GDP (constant LCU),NY.GDP.MKTP.KN,67785282151100,..
Myanmar,MMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,358451366831.555,..
Myanmar,MMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2.06500005722046,2.10599994659424
Myanmar,MMR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,1.23300004005432,1.22500002384186
Myanmar,MMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.56400001049042,1.57500004768372
Myanmar,MMR,"Population, total",SP.POP.TOTL,53708395,..
Myanmar,MMR,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,31.4029539397534,..
Myanmar,MMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.9726,..
Myanmar,MMR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.78464193257209,..
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,14521711633.9533,..
Namibia,NAM,GDP (constant LCU),NY.GDP.MKTP.KN,108343000000,..
Namibia,NAM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,27180101703.4338,..
Namibia,NAM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,24.7070007324219,24.8770008087158
Namibia,NAM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,21.5919990539551,21.6079998016357
Namibia,NAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,23.0949993133545,23.1870002746582
Namibia,NAM,"Population, total",SP.POP.TOTL,2448255,..
Namibia,NAM,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,33.0048468827531,..
Namibia,NAM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Namibia,NAM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.63603168074514,..
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,125628504.250316,..
Nauru,NRU,GDP (constant LCU),NY.GDP.MKTP.KN,121555000,..
Nauru,NRU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,209670092.7232,..
Nauru,NRU,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..
Nauru,NRU,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..
Nauru,NRU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..
Nauru,NRU,"Population, total",SP.POP.TOTL,12704,..
Nauru,NRU,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..
Nauru,NRU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Nauru,NRU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,29040398982.3466,..
Nepal,NPL,GDP (constant LCU),NY.GDP.MKTP.KN,887455020893.06,..
Nepal,NPL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,86779060267.4217,..
Nepal,NPL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,1.0809999704361,1.05499994754791
Nepal,NPL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,1.46099996566772,1.4539999961853
Nepal,NPL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.26400005817413,1.24699997901917
Nepal,NPL,"Population, total",SP.POP.TOTL,28087871,..
Nepal,NPL,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,23.9827030021935,..
Nepal,NPL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.16365,..
Nepal,NPL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.72767077569198,..
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,913658465709.125,..
Netherlands,NLD,GDP (constant LCU),NY.GDP.MKTP.KN,744505272100,..
Netherlands,NLD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,970604942312.105,..
Netherlands,NLD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,4.23199987411499,4.16800022125244
Netherlands,NLD,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.57800006866455,3.41100001335144
Netherlands,NLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.88000011444092,3.76099991798401
Netherlands,NLD,"Population, total",SP.POP.TOTL,17231017,..
Netherlands,NLD,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,7.17865285619598,..
Netherlands,NLD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Netherlands,NLD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,19.1961926333387,..
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,..,..
New Caledonia,NCL,GDP (constant LCU),NY.GDP.MKTP.KN,..,..
New Caledonia,NCL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..
New Caledonia,NCL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,14.8050003051758,14.6579999923706
New Caledonia,NCL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,12.621000289917,12.378999710083
New Caledonia,NCL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.6190004348755,13.4200000762939
New Caledonia,NCL,"Population, total",SP.POP.TOTL,284060,..
New Caledonia,NCL,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..
New Caledonia,NCL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
New Caledonia,NCL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.17415792537671,..
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,204923917869.355,..
New Zealand,NZL,GDP (constant LCU),NY.GDP.MKTP.KN,279149504271.568,..
New Zealand,NZL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,200331983663.265,..
New Zealand,NZL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,4.81699991226196,5.08400011062622
New Zealand,NZL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.25600004196167,4.55700016021729
New Zealand,NZL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.52199983596802,4.80700016021729
New Zealand,NZL,"Population, total",SP.POP.TOTL,4885500,..
New Zealand,NZL,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,36.8245859444148,..
New Zealand,NZL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
New Zealand,NZL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,15.6524245271741,..
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,13117845416.6297,..
Nicaragua,NIC,GDP (constant LCU),NY.GDP.MKTP.KN,179107000000,..
Nicaragua,NIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,35777246338.7006,..
Nicaragua,NIC,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.31199979782104,5.63100004196167
Nicaragua,NIC,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.94199991226196,4.37799978256226
Nicaragua,NIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.47900009155273,4.86999988555908
Nicaragua,NIC,"Population, total",SP.POP.TOTL,6465513,..
Nicaragua,NIC,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,27.6953697762113,..
Nicaragua,NIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Nicaragua,NIC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.24749744838026,..
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,9290938457.2883,..
Niger,NER,GDP (constant LCU),NY.GDP.MKTP.KN,3672172547085.1,..
Niger,NER,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,23866321073.8786,..
Niger,NER,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,0.155000001192093,0.145999997854233
Niger,NER,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,0.361999988555908,0.342000007629395
Niger,NER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.273000001907349,0.256999999284744
Niger,NER,"Population, total",SP.POP.TOTL,22442948,..
Niger,NER,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,32.9272209674103,..
Niger,NER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.9198,..
Niger,NER,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.59500788269853,..
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,397269616080.908,..
Nigeria,NGA,GDP (constant LCU),NY.GDP.MKTP.KN,70546390871208.3,..
Nigeria,NGA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1173456270804.93,..
Nigeria,NGA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,6.36399984359741,6.51599979400635
Nigeria,NGA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.74399995803833,5.76300001144409
Nigeria,NGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.02600002288818,6.10599994659424
Nigeria,NGA,"Population, total",SP.POP.TOTL,195874740,..
Nigeria,NGA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,13.6530372484442,..
Nigeria,NGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Nigeria,NGA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.74737700532743,..
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,12672131053.1578,..
North Macedonia,MKD,GDP (constant LCU),NY.GDP.MKTP.KN,447979000000,..
North Macedonia,MKD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,34074405984.6724,..
North Macedonia,MKD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,20.2730007171631,20.5259990692139
North Macedonia,MKD,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,22.371000289917,22.2569999694824
North Macedonia,MKD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,21.5520000457764,21.5809993743896
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2082958,..
North Macedonia,MKD,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,48.3878261805863,..
North Macedonia,MKD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
North Macedonia,MKD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,13.6701813815648,..
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1323000000,..
Northern Mariana Islands,MNP,GDP (constant LCU),NY.GDP.MKTP.KN,1066000000,..
Northern Mariana Islands,MNP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..
Northern Mariana Islands,MNP,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..
Northern Mariana Islands,MNP,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,56882,..
Northern Mariana Islands,MNP,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..
Northern Mariana Islands,MNP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Northern Mariana Islands,MNP,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,434166615431.909,..
Norway,NOR,GDP (constant LCU),NY.GDP.MKTP.KN,3259053000000,..
Norway,NOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,348145261704.001,..
Norway,NOR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.49499988555908,3.58899998664856
Norway,NOR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.2979998588562,4.30499982833862
Norway,NOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.91899991035461,3.96700000762939
Norway,NOR,"Population, total",SP.POP.TOTL,5314336,..
Norway,NOR,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,23.1580886011803,..
Norway,NOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Norway,NOR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,17.0492221563211,..
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,79276723016.9051,..
Oman,OMN,GDP (constant LCU),NY.GDP.MKTP.KN,29333600000,..
Oman,OMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,202161841936.766,..
Oman,OMN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,12.8780002593994,13.1859998703003
Oman,OMN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,1.67999994754791,1.62899994850159
Oman,OMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.11299991607666,3.08400011062622
Oman,OMN,"Population, total",SP.POP.TOTL,4829483,..
Oman,OMN,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,35.430686365254,..
Oman,OMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Oman,OMN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.39278695625796,..
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,314588210501.063,..
Pakistan,PAK,GDP (constant LCU),NY.GDP.MKTP.KN,13132236600000,..
Pakistan,PAK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1181412872851.48,..
Pakistan,PAK,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.14200019836426,5.0770001411438
Pakistan,PAK,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.44700002670288,2.43799996376038
Pakistan,PAK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.03800010681152,3.01999998092651
Pakistan,PAK,"Population, total",SP.POP.TOTL,212215030,..
Pakistan,PAK,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,19.7918930572625,..
Pakistan,PAK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Pakistan,PAK,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.31277431133756,..
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,283994900,..
Palau,PLW,GDP (constant LCU),NY.GDP.MKTP.KN,277318200,..
Palau,PLW,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,331462431.795303,..
Palau,PLW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..
Palau,PLW,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..
Palau,PLW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..
Palau,PLW,"Population, total",SP.POP.TOTL,17907,..
Palau,PLW,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..
Palau,PLW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Palau,PLW,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,65055100000,..
Panama,PAN,GDP (constant LCU),NY.GDP.MKTP.KN,41693400000,..
Panama,PAN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,106734545833.397,..
Panama,PAN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.06300020217896,5.11399984359741
Panama,PAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.17000007629395,3.10599994659424
Panama,PAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.92199993133545,3.90499997138977
Panama,PAN,"Population, total",SP.POP.TOTL,4176873,..
Panama,PAN,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,63.0627636248687,..
Panama,PAN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Panama,PAN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.10473107966757,..
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,23497607690.1178,..
Papua New Guinea,PNG,GDP (constant LCU),NY.GDP.MKTP.KN,63401877460.3262,..
Papua New Guinea,PNG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,37319091772.2658,..
Papua New Guinea,PNG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,1.27999997138977,1.30099999904633
Papua New Guinea,PNG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.3989999294281,3.37800002098084
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.36700010299683,2.36899995803833
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,8606316,..
Papua New Guinea,PNG,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,32.3692434747469,..
Papua New Guinea,PNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.9264,..
Papua New Guinea,PNG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.44526925145617,..
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,40496953779.071,..
Paraguay,PRY,GDP (constant LCU),NY.GDP.MKTP.KN,210286274643600,..
Paraguay,PRY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,94602054768.8183,..
Paraguay,PRY,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.76399993896484,5.71299982070923
Paraguay,PRY,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.01700019836426,3.98600006103516
Paraguay,PRY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.71199989318848,4.67600011825562
Paraguay,PRY,"Population, total",SP.POP.TOTL,6956071,..
Paraguay,PRY,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,75.2165552104906,..
Paraguay,PRY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Paraguay,PRY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.43021500946081,..
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,222044970486.217,..
Peru,PER,GDP (constant LCU),NY.GDP.MKTP.KN,534665000000,..
Peru,PER,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,461223353620.681,..
Peru,PER,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.43600010871887,3.33299994468689
Peru,PER,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.34699988365173,2.53800010681152
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.84400010108948,2.90199995040894
Peru,PER,"Population, total",SP.POP.TOTL,31989256,..
Peru,PER,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,41.6927261076316,..
Peru,PER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.71993,..
Peru,PER,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.08839279183076,..
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,330910343610.956,..
Philippines,PHL,GDP (constant LCU),NY.GDP.MKTP.KN,9206888992939.62,..
Philippines,PHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,954650488949.628,..
Philippines,PHL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2.60599994659424,2.53200006484985
Philippines,PHL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.45900011062622,2.33699989318848
Philippines,PHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.51500010490417,2.41199994087219
Philippines,PHL,"Population, total",SP.POP.TOTL,106651922,..
Philippines,PHL,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,26.9502658922642,..
Philippines,PHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Philippines,PHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.12256876829946,..
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,585663814824.044,..
Poland,POL,GDP (constant LCU),NY.GDP.MKTP.KN,1907772000000,..
Poland,POL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1190118700055.2,..
Poland,POL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.68499994277954,3.31800007820129
Poland,POL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.66199994087219,3.23200011253357
Poland,POL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.67300009727478,3.27099990844727
Poland,POL,"Population, total",SP.POP.TOTL,37978548,..
Poland,POL,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,7.75038760750288,..
Poland,POL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Poland,POL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,17.5178167625452,..
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,240674524464.24,..
Portugal,PRT,GDP (constant LCU),NY.GDP.MKTP.KN,194403876900,..
Portugal,PRT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,343569579620.668,..
Portugal,PRT,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,7.41499996185303,6.77099990844727
Portugal,PRT,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.32999992370605,5.5149998664856
